,location,total_sqft,bath,price,size_bhk,price_per_sqft
150,7th Phase JP Nagar,1385.0,2.0,5817000.0,3,4200.0
151,7th Phase JP Nagar,1575.0,2.0,11000000.0,3,6985.0
152,7th Phase JP Nagar,1850.0,3.0,14000000.0,3,7568.0
153,7th Phase JP Nagar,1370.0,2.0,5479000.0,3,4000.0
154,7th Phase JP Nagar,1370.0,2.0,5479000.0,3,4000.0
155,7th Phase JP Nagar,1300.0,2.0,5200000.0,3,4000.0
156,7th Phase JP Nagar,1575.0,2.0,12000000.0,3,7620.0
157,7th Phase JP Nagar,1850.0,3.0,15000000.0,3,8109.0
158,7th Phase JP Nagar,1680.0,3.0,12000000.0,3,7143.0
159,7th Phase JP Nagar,1175.0,2.0,8250000.0,2,7022.0
160,7th Phase JP Nagar,3300.0,4.0,16000000.0,3,4849.0
161,7th Phase JP Nagar,2200.0,4.0,10500000.0,3,4773.0
162,7th Phase JP Nagar,1215.0,2.0,9000000.0,2,7408.0
163,7th Phase JP Nagar,1050.0,2.0,7500000.0,2,7143.0
164,7th Phase JP Nagar,1300.0,3.0,8913000.0,3,6857.0
165,7th Phase JP Nagar,1130.0,2.0,7300000.0,2,6461.0
166,7th Phase JP Nagar,1450.0,3.0,10000000.0,3,6897.0
167,7th Phase JP Nagar,1350.0,3.0,5800000.0,3,4297.0
168,7th Phase JP Nagar,1050.0,2.0,5000000.0,2,4762.0
169,7th Phase JP Nagar,1275.0,2.0,8700000.0,2,6824.0
170,7th Phase JP Nagar,1460.0,3.0,7000000.0,3,4795.0
171,7th Phase JP Nagar,1650.0,3.0,11000000.0,3,6667.0
172,7th Phase JP Nagar,850.0,2.0,4200000.0,2,4942.0
173,7th Phase JP Nagar,1680.0,3.0,11700000.0,3,6965.0
174,7th Phase JP Nagar,1850.0,3.0,15000000.0,3,8109.0
175,7th Phase JP Nagar,1236.0,2.0,6133000.0,2,4962.0
176,7th Phase JP Nagar,1000.0,2.0,5300000.0,2,5300.0
177,7th Phase JP Nagar,1680.0,3.0,12500000.0,3,7441.0
178,7th Phase JP Nagar,1675.0,2.0,13500000.0,3,8060.0
179,7th Phase JP Nagar,1187.0,2.0,5900000.0,2,4971.0
180,7th Phase JP Nagar,1850.0,3.0,15500000.0,3,8379.0
181,7th Phase JP Nagar,1000.0,2.0,6100000.0,2,6100.0
182,7th Phase JP Nagar,1460.0,2.0,10000000.0,3,6850.0
183,7th Phase JP Nagar,1650.0,3.0,11000000.0,3,6667.0
184,7th Phase JP Nagar,1200.0,2.0,6250000.0,2,5209.0
185,7th Phase JP Nagar,1000.0,2.0,7065000.000000001,2,7066.0
186,7th Phase JP Nagar,1070.0,2.0,4200000.0,2,3926.0
187,7th Phase JP Nagar,1080.0,2.0,7500000.0,2,6945.0
188,7th Phase JP Nagar,1415.0,3.0,6500000.0,3,4594.0
189,7th Phase JP Nagar,1680.0,3.0,12500000.0,3,7441.0
190,7th Phase JP Nagar,1040.0,2.0,4159000.0000000005,2,4000.0
191,7th Phase JP Nagar,1100.0,2.0,4400000.0,2,4000.0
192,7th Phase JP Nagar,1460.0,2.0,9700000.0,3,6644.0
193,7th Phase JP Nagar,1120.0,2.0,6500000.0,2,5804.0
194,7th Phase JP Nagar,1100.0,3.0,6000000.0,2,5455.0
195,7th Phase JP Nagar,1790.0,3.0,12000000.0,3,6704.0
196,7th Phase JP Nagar,1680.0,3.0,11700000.0,3,6965.0
197,7th Phase JP Nagar,1050.0,2.0,7700000.0,2,7334.0
198,7th Phase JP Nagar,1174.0,2.0,4700000.0,2,4004.0
199,7th Phase JP Nagar,1050.0,2.0,7500000.0,2,7143.0
200,7th Phase JP Nagar,1040.0,2.0,7500000.0,2,7212.0
201,7th Phase JP Nagar,1400.0,2.0,9500000.0,3,6786.0
202,7th Phase JP Nagar,1800.0,3.0,13000000.0,3,7223.0
203,7th Phase JP Nagar,1050.0,2.0,6800000.0,2,6477.0
204,7th Phase JP Nagar,1400.0,2.0,5700000.0,3,4072.0
205,7th Phase JP Nagar,1000.0,2.0,6000000.0,2,6000.0
206,7th Phase JP Nagar,1680.0,3.0,12500000.0,3,7441.0
207,7th Phase JP Nagar,980.0,2.0,8600000.0,2,8776.0
208,7th Phase JP Nagar,1370.0,2.0,5479000.0,3,4000.0
209,7th Phase JP Nagar,1050.0,2.0,7747000.0,2,7379.0
210,7th Phase JP Nagar,1270.0,2.0,8000000.0,2,6300.0
211,7th Phase JP Nagar,1463.0,2.0,6145000.0,3,4201.0
212,7th Phase JP Nagar,1680.0,3.0,12200000.0,3,7262.0
213,7th Phase JP Nagar,1070.0,2.0,4279000.0,2,4000.0
214,7th Phase JP Nagar,1130.0,2.0,8500000.0,2,7523.0
215,7th Phase JP Nagar,1680.0,3.0,13000000.0,3,7739.0
216,7th Phase JP Nagar,1300.0,2.0,5200000.0,3,4000.0
217,7th Phase JP Nagar,2980.0,4.0,26000000.0,3,8725.0
218,7th Phase JP Nagar,980.0,2.0,7744000.0,2,7903.0
219,7th Phase JP Nagar,1680.0,3.0,11200000.0,3,6667.0
220,7th Phase JP Nagar,1515.0,2.0,7600000.0,3,5017.0
221,7th Phase JP Nagar,2095.0,3.0,15000000.0,3,7160.0
222,7th Phase JP Nagar,1370.0,2.0,5479000.0,3,4000.0
223,7th Phase JP Nagar,1976.0,3.0,14500000.0,3,7339.0
224,7th Phase JP Nagar,1600.0,2.0,11000000.0,3,6875.0
225,7th Phase JP Nagar,1765.0,3.0,11800000.0,3,6686.0
226,7th Phase JP Nagar,1275.0,2.0,8800000.0,3,6902.0
227,7th Phase JP Nagar,1450.0,2.0,10200000.0,3,7035.0
228,7th Phase JP Nagar,1575.0,2.0,11000000.0,3,6985.0
229,7th Phase JP Nagar,1075.0,2.0,5700000.0,3,5303.0
230,7th Phase JP Nagar,750.0,1.0,4700000.0,1,6267.0
231,7th Phase JP Nagar,1050.0,2.0,4200000.0,2,4000.0
232,7th Phase JP Nagar,990.0,2.0,5000000.0,2,5051.0
233,7th Phase JP Nagar,1000.0,1.0,6000000.0,1,6000.0
234,7th Phase JP Nagar,1680.0,2.0,9200000.0,3,5477.0
235,7th Phase JP Nagar,1100.0,2.0,4400000.0,2,4000.0
236,7th Phase JP Nagar,1430.0,2.0,10200000.0,3,7133.0
237,7th Phase JP Nagar,1128.0,2.0,6000000.0,2,5320.0
238,7th Phase JP Nagar,2100.0,3.0,19000000.0,3,9048.0
239,7th Phase JP Nagar,1140.0,2.0,5700000.0,2,5000.0
240,7th Phase JP Nagar,1420.0,3.0,9000000.0,3,6339.0
241,7th Phase JP Nagar,1530.0,2.0,10800000.0,2,7059.0
242,8th Phase JP Nagar,1073.5,2.0,5400500.0,2,5031.0
243,8th Phase JP Nagar,451.0,1.0,2990000.0,1,6630.0
244,8th Phase JP Nagar,1240.0,3.0,4350000.0,3,3509.0
245,8th Phase JP Nagar,1062.0,2.0,4247000.0,2,4000.0
246,8th Phase JP Nagar,1230.0,2.0,4350000.0,3,3537.0
247,8th Phase JP Nagar,1455.0,3.0,7331000.0,3,5039.0
248,8th Phase JP Nagar,871.0,2.0,5500000.0,2,6315.0
249,8th Phase JP Nagar,1098.0,2.0,4391000.0,2,4000.0
250,8th Phase JP Nagar,1800.0,3.0,8000000.0,3,4445.0
251,8th Phase JP Nagar,2700.0,4.0,13000000.0,4,4815.0
252,8th Phase JP Nagar,1080.0,2.0,3800000.0,2,3519.0
253,8th Phase JP Nagar,1059.0,2.0,3450000.0,2,3258.0
254,8th Phase JP Nagar,1080.0,2.0,3500000.0,2,3241.0
255,8th Phase JP Nagar,1275.0,2.0,4150000.0,3,3255.0
256,8th Phase JP Nagar,1062.0,2.0,4247000.0,2,4000.0
257,8th Phase JP Nagar,500.0,1.0,3100000.0,1,6200.0
258,8th Phase JP Nagar,1100.0,2.0,3500000.0,2,3182.0
259,8th Phase JP Nagar,2100.0,4.0,9200000.0,4,4381.0
260,8th Phase JP Nagar,1035.0,2.0,3933000.0,2,3800.0
261,8th Phase JP Nagar,909.0,2.0,4090000.0,2,4500.0
262,8th Phase JP Nagar,1431.5,3.0,7202000.0,3,5032.0
263,8th Phase JP Nagar,1900.0,4.0,9000000.0,3,4737.0
264,8th Phase JP Nagar,500.0,1.0,3000000.0,1,6000.0
265,8th Phase JP Nagar,1125.0,2.0,3694000.0,2,3284.0
266,8th Phase JP Nagar,1200.0,3.0,11000000.0,4,9167.0
267,8th Phase JP Nagar,1100.0,2.0,3500000.0,2,3182.0
268,8th Phase JP Nagar,1089.0,2.0,4355000.0,2,4000.0
269,8th Phase JP Nagar,1605.0,2.0,6500000.0,3,4050.0
270,8th Phase JP Nagar,1504.0,2.0,8300000.0,3,5519.0
271,8th Phase JP Nagar,2600.0,4.0,11500000.0,4,4424.0
272,8th Phase JP Nagar,1368.0,2.0,5471000.0,3,4000.0
273,8th Phase JP Nagar,1089.0,2.0,4355000.0,2,4000.0
274,8th Phase JP Nagar,1224.0,2.0,4895000.0,3,4000.0
275,8th Phase JP Nagar,1513.0,2.0,6200000.0,2,4098.0
276,8th Phase JP Nagar,1298.0,2.0,5900000.0,2,4546.0
277,8th Phase JP Nagar,1006.0,2.0,4400000.0,2,4374.0
278,8th Phase JP Nagar,500.0,1.0,3300000.0,1,6600.0
279,8th Phase JP Nagar,1160.0,2.0,9500000.0,2,8190.0
280,8th Phase JP Nagar,1245.0,2.0,5900000.0,2,4739.0
281,8th Phase JP Nagar,1510.0,2.0,8000000.0,2,5299.0
282,8th Phase JP Nagar,3300.0,3.0,16500000.0,3,5000.0
283,8th Phase JP Nagar,1730.0,5.0,7500000.0,5,4336.0
284,8th Phase JP Nagar,1296.0,2.0,5183000.0,3,4000.0
285,8th Phase JP Nagar,1275.0,3.0,4500000.0,3,3530.0
286,8th Phase JP Nagar,1046.0,2.0,4800000.0,2,4589.0
287,8th Phase JP Nagar,1269.0,2.0,5075000.0,3,4000.0
288,8th Phase JP Nagar,1408.0,3.0,8000000.0,3,5682.0
289,8th Phase JP Nagar,1500.0,2.0,5500000.0,3,3667.0
290,9th Phase JP Nagar,1005.0,2.0,5000000.0,2,4976.0
291,9th Phase JP Nagar,1890.0,2.0,8500000.0,3,4498.0
292,9th Phase JP Nagar,1100.0,2.0,6500000.0,2,5910.0
293,9th Phase JP Nagar,1080.0,2.0,3700000.0,2,3426.0
294,9th Phase JP Nagar,1035.0,2.0,4500000.0,2,4348.0
295,9th Phase JP Nagar,5000.0,4.0,29000000.0,4,5800.0
296,9th Phase JP Nagar,1164.0,2.0,5600000.0,2,4811.0
297,9th Phase JP Nagar,1005.0,2.0,4200000.0,2,4180.0
298,9th Phase JP Nagar,3500.0,4.0,30000000.0,4,8572.0
299,9th Phase JP Nagar,1127.0,2.0,5000000.0,2,4437.0
300,9th Phase JP Nagar,1005.0,2.0,4300000.0,2,4279.0
301,9th Phase JP Nagar,835.0,2.0,3700000.0,2,4432.0
302,9th Phase JP Nagar,1050.0,2.0,3900000.0,2,3715.0
303,9th Phase JP Nagar,660.0,2.0,2700000.0,2,4091.0
304,9th Phase JP Nagar,600.0,1.0,2000000.0,1,3334.0
305,9th Phase JP Nagar,1466.0,2.0,7100000.0,2,4844.0
306,9th Phase JP Nagar,1890.0,2.0,9300000.0,3,4921.0
307,9th Phase JP Nagar,1079.0,2.0,6000000.0,2,5561.0
308,9th Phase JP Nagar,1480.0,2.0,8000000.0,2,5406.0
309,9th Phase JP Nagar,1200.0,2.0,8000000.0,2,6667.0
310,9th Phase JP Nagar,905.0,2.0,3200000.0,2,3536.0
311,9th Phase JP Nagar,1073.0,2.0,5236000.0,2,4880.0
312,9th Phase JP Nagar,1719.3,2.0,8800000.0,3,5119.0
313,9th Phase JP Nagar,1780.0,3.0,8800000.0,3,4944.0
314,9th Phase JP Nagar,1300.0,2.0,5800000.0,3,4462.0
315,9th Phase JP Nagar,1522.0,3.0,9000000.0,3,5914.0
316,9th Phase JP Nagar,1571.0,3.0,6500000.0,3,4138.0
317,9th Phase JP Nagar,1900.0,4.0,8000000.0,4,4211.0
318,9th Phase JP Nagar,890.0,2.0,4500000.0,2,5057.0
319,9th Phase JP Nagar,1240.0,2.0,3989000.0,3,3217.0
320,9th Phase JP Nagar,5000.0,4.0,30000000.0,4,6000.0
321,9th Phase JP Nagar,1240.0,2.0,4285000.0,3,3456.0
322,9th Phase JP Nagar,1050.0,2.0,3500000.0,2,3334.0
323,9th Phase JP Nagar,1331.95,2.0,6900000.0,2,5181.0
324,Abbigere,985.0,2.0,4039000.0,2,4101.0
325,Abbigere,2200.0,6.0,6800000.0,6,3091.0
326,Abbigere,765.0,2.0,3000000.0,1,3922.0
327,Abbigere,880.0,2.0,3500000.0,2,3978.0
328,Abbigere,795.0,2.0,3254000.0,2,4094.0
329,Abbigere,1005.0,2.0,3959000.0000000005,2,3940.0
330,Abbigere,734.0,1.0,1982000.0,1,2701.0
331,Abbigere,1260.0,2.0,4500000.0,3,3572.0
332,Abbigere,1020.0,2.0,4182000.0,2,4100.0
333,Abbigere,985.0,2.0,4039000.0,2,4101.0
334,Abbigere,2500.0,6.0,8100000.0,6,3240.0
335,Abbigere,795.0,2.0,3254000.0,2,4094.0
336,Abbigere,1130.0,2.0,4633000.0,2,4100.0
337,Abbigere,795.0,1.0,3260000.0,2,4101.0
338,Abbigere,3000.0,8.0,15000000.0,8,5000.0
339,Abbigere,985.0,2.0,3892000.0,2,3952.0
340,Abbigere,1000.0,2.0,4100000.0,2,4100.0
341,Abbigere,995.0,2.0,4079999.9999999995,2,4101.0
342,Abbigere,1020.0,2.0,4079999.9999999995,2,4000.0
343,Akshaya Nagar,1388.0,2.0,5700000.0,2,4107.0
344,Akshaya Nagar,1070.0,2.0,5400000.0,2,5047.0
345,Akshaya Nagar,1280.0,2.0,5800000.0,2,4532.0
346,Akshaya Nagar,1662.0,3.0,8510000.0,3,5121.0
347,Akshaya Nagar,1897.0,3.0,12000000.0,3,6326.0
348,Akshaya Nagar,1410.0,2.0,7500000.0,3,5320.0
349,Akshaya Nagar,1360.0,2.0,8500000.0,3,6250.0
350,Akshaya Nagar,1600.0,2.0,6500000.0,3,4063.0
351,Akshaya Nagar,1410.0,2.0,8000000.0,3,5674.0
352,Akshaya Nagar,1662.0,3.0,8500000.0,3,5115.0
353,Akshaya Nagar,1080.0,4.0,7500000.0,4,6945.0
354,Akshaya Nagar,1662.0,3.0,8550000.0,3,5145.0
355,Akshaya Nagar,1280.0,2.0,6000000.0,2,4688.0
356,Akshaya Nagar,1666.0,3.0,9500000.0,3,5703.0
357,Akshaya Nagar,1575.0,3.0,9000000.0,3,5715.0
358,Akshaya Nagar,1430.0,2.0,7500000.0,3,5245.0
359,Akshaya Nagar,1419.0,2.0,7300000.0,3,5145.0
360,Akshaya Nagar,1280.0,2.0,6000000.0,2,4688.0
361,Akshaya Nagar,1200.0,2.0,5000000.0,2,4167.0
362,Akshaya Nagar,1092.0,2.0,6000000.0,2,5495.0
363,Akshaya Nagar,1690.0,3.0,8500000.0,3,5030.0
364,Akshaya Nagar,1700.0,3.0,8000000.0,3,4706.0
365,Akshaya Nagar,1897.0,4.0,9300000.0,3,4903.0
366,Akshaya Nagar,1884.0,3.0,9800000.0,3,5202.0
367,Akshaya Nagar,1314.0,2.0,6880000.0,2,5236.0
368,Akshaya Nagar,1690.0,3.0,8500000.0,3,5030.0
369,Akshaya Nagar,1265.0,2.0,6700000.0,2,5297.0
370,Akshaya Nagar,1126.0,2.0,5500000.0,2,4885.0
371,Akshaya Nagar,2300.0,4.0,10200000.0,3,4435.0
372,Akshaya Nagar,1662.0,3.0,9000000.0,3,5416.0
373,Akshaya Nagar,1420.0,2.0,7500000.0,3,5282.0
374,Akshaya Nagar,1412.0,2.0,8800000.0,3,6233.0
375,Akshaya Nagar,1434.0,3.0,8400000.0,3,5858.0
376,Akshaya Nagar,1890.0,4.0,10000000.0,3,5292.0
377,Akshaya Nagar,2650.0,3.0,12500000.0,3,4717.0
378,Akshaya Nagar,1419.0,2.0,8700000.0,3,6132.0
379,Akshaya Nagar,1300.0,2.0,5400000.0,2,4154.0
380,Akshaya Nagar,1690.0,3.0,8500000.0,3,5030.0
381,Akshaya Nagar,1113.0,2.0,5200000.0,2,4673.0
382,Akshaya Nagar,1820.0,4.0,9500000.0,3,5220.0
383,Akshaya Nagar,1100.0,2.0,4800000.0,2,4364.0
384,Akshaya Nagar,1896.0,3.0,10200000.0,3,5380.0
385,Akshaya Nagar,1300.0,2.0,6600000.0,2,5077.0
386,Akshaya Nagar,1225.0,2.0,6800000.0,2,5552.0
387,Akshaya Nagar,1179.0,2.0,5100000.0,2,4326.0
388,Akshaya Nagar,1421.0,2.0,7300000.0,3,5138.0
389,Akshaya Nagar,1893.0,4.0,9500000.0,3,5019.0
390,Akshaya Nagar,900.0,2.0,4500000.0,2,5000.0
391,Ambalipura,1105.0,2.0,7500000.0,2,6788.0
392,Ambalipura,1800.0,3.0,11000000.0,3,6112.0
